PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived,UserToken,ProductCode
348,1,female,43.9,0,0,11.76,S,1,qzawkp5r5kbu,PROD-0482
349,2,female,11.3,0,2,40.58,S,0,25ttnjouvbjk,PROD-0107
350,1,male,57.1,0,0,63.57,C,0,pu6jbrbi3k51,PROD-0333
351,3,female,40.5,0,0,27.9,S,1,xb2omrvbnx0s,PROD-0203
352,1,female,47.7,0,0,49.28,S,1,kxi40vz0uh0m,PROD-0127
353,1,male,26.4,0,0,5.0,S,1,szp30nwexbol,PROD-0169
354,3,female,47.2,1,1,75.12,S,1,4xoqtdap4h6s,PROD-0050
355,1,male,51.0,0,0,5.0,C,0,1d2zqnp55oj9,PROD-0263
356,3,male,38.5,0,2,5.0,S,0,x9engyvz5pmz,PROD-0251
357,3,male,38.5,0,0,9.16,S,1,ww104zbnww0j,PROD-0242
358,1,male,39.1,0,2,22.48,S,0,ua95fjb5e20w,PROD-0055
359,3,female,22.0,0,1,5.47,S,1,dzl3czmln2ab,PROD-0364
360,2,female,32.8,0,2,77.31,S,1,ru0bpoh25r7t,PROD-0101
361,3,female,32.7,0,0,7.57,S,0,ga7rjhfcdor7,PROD-0513
362,3,female,40.8,0,0,64.36,S,0,atr86qedcte0,PROD-0014
363,3,female,50.0,2,0,74.9,S,0,xl1eibtkte1q,PROD-0033
364,2,female,19.1,1,0,17.06,S,1,4sgei2udkfti,PROD-0180
365,2,male,33.1,0,0,67.41,Q,1,eh1o5alnldao,PROD-0244
366,3,male,57.2,0,1,49.94,S,1,6hvrdfljpghp,PROD-0581
367,3,female,23.8,0,0,15.66,S,1,2ti2kgjat8gf,PROD-0315
368,2,male,22.7,1,1,50.32,S,1,koaowxcn9gdf,PROD-0227
369,3,male,38.0,0,0,34.57,S,0,zcshvtlei9vz,PROD-0502
370,2,male,47.7,0,2,9.94,C,1,cldk7bk6rydi,PROD-0144
371,3,female,35.2,0,0,111.52,S,0,8av60hw3aq1k,PROD-0538
372,3,male,54.9,0,0,29.13,S,0,btofxf4ivdce,PROD-0242
373,1,male,47.9,0,1,56.01,Q,0,x4r993u8mgzp,PROD-0187
374,1,male,47.6,2,1,16.92,C,0,aiw8trtuli84,PROD-0180
375,2,male,43.3,2,1,32.1,C,1,p9l9xzrpx81u,PROD-0005
376,2,female,69.9,0,2,8.52,S,1,38kf3ikm99gm,PROD-0404
377,2,male,31.9,0,0,11.0,S,0,am7jrvbnhsdv,PROD-0346
378,1,female,4.9,0,1,43.02,S,1,30vtpjfqxh6m,PROD-0380
379,2,female,59.1,0,0,61.02,S,1,izy2ctxahshn,PROD-0391
380,2,male,28.1,0,0,123.0,S,1,z4ejybu7p7y6,PROD-0016
381,2,female,36.6,0,0,20.99,C,1,jth83rswbjjc,PROD-0526
382,3,female,54.6,1,0,5.0,S,1,dql8oi3nztlk,PROD-0306
383,3,female,11.0,3,0,5.5,S,1,g4r6fqofaeen,PROD-0414
384,2,male,16.2,1,1,5.73,S,1,d08s6x97jo2k,PROD-0021
385,3,male,11.0,1,0,100.13,S,1,7jmj1u2iwulr,PROD-0456
386,2,female,23.1,0,2,11.21,S,0,l5l3i3fk57f5,PROD-0406
387,2,female,41.6,0,0,11.68,C,1,0eonnz5cr6q5,PROD-0221
388,2,female,42.9,0,0,81.33,S,1,orzf52bcs0rx,PROD-0561
389,1,female,39.1,0,0,23.74,C,0,fj41ddzxx08z,PROD-0390
390,2,male,13.8,0,0,12.94,S,1,r1p9cfze0n10,PROD-0544
391,2,female,1.0,1,0,5.0,S,1,idltlss6i4o8,PROD-0492
392,3,male,35.8,0,1,5.0,S,0,5aakna2zqm14,PROD-0123
393,3,female,27.9,0,0,7.36,C,0,j52x2ik6d5rz,PROD-0597
394,1,male,41.9,0,0,8.04,S,1,3tzq5ipjj167,PROD-0445
395,2,male,45.5,3,1,18.21,S,0,xy9gyb78tn7o,PROD-0113
396,1,female,37.1,0,0,27.17,S,0,lxuzl37yo2f6,PROD-0475
397,3,female,46.4,0,1,8.41,C,1,xlpmvhm02lzc,PROD-0257
398,3,female,38.4,0,1,26.01,S,1,uz4fmqwegf22,PROD-0518
399,2,male,43.0,1,0,16.82,C,1,ju7znhx4cgkl,PROD-0103
400,2,male,24.4,4,0,53.39,Q,0,v5szxlooiq7c,PROD-0155
401,2,female,32.3,0,0,22.99,C,1,zys2sc57b1zm,PROD-0208
402,2,male,38.0,2,0,21.0,S,1,fbhqguj4qg7z,PROD-0270
403,3,male,47.3,0,0,14.49,S,0,mrc780ec9ob3,PROD-0378
404,3,female,29.1,1,2,20.05,Q,1,m1ke7f03le18,PROD-0132
405,2,male,42.8,0,0,10.95,S,0,fkpxzpmaee27,PROD-0423
406,2,female,31.0,0,1,8.63,S,1,l6c0s7ayffqg,PROD-0014
407,1,male,33.2,1,0,25.98,S,0,isrb27ar2yh5,PROD-0198
408,1,female,47.4,0,0,12.19,C,1,yn5qvaaw9k7g,PROD-0395
409,1,female,5.1,0,0,11.63,S,1,xv3634emqimc,PROD-0158
410,2,female,15.6,1,0,95.78,S,1,7b0ge43txlrb,PROD-0258
411,3,female,12.8,3,3,34.75,S,0,n8xv6amn2o03,PROD-0363
412,2,male,1.0,0,0,15.23,C,1,o5whoesneueo,PROD-0148
413,1,female,24.8,1,0,33.26,S,0,zvyy0vmlkpga,PROD-0578
414,1,female,46.2,1,0,53.98,C,1,c1lwfyukdulw,PROD-0508
415,2,female,30.7,0,0,118.73,C,1,u6cecy5qw4o1,PROD-0582
416,3,female,38.0,2,2,25.06,Q,1,drh0c0l8dgbb,PROD-0297
417,2,female,51.3,0,2,5.0,C,0,a3t8327m1i6f,PROD-0206
418,3,female,54.9,1,2,21.5,S,1,rx5iog2ias17,PROD-0596
419,3,female,34.0,0,0,5.0,S,1,wwv3x12n8jq3,PROD-0437
420,1,male,55.3,0,0,102.54,S,1,ng6rrqwf8g67,PROD-0476
421,2,male,36.4,0,1,5.0,Q,1,nzc2es1pqtiq,PROD-0109
422,3,female,22.4,0,0,5.0,S,0,11e2w4i4e6oy,PROD-0521
423,2,male,26.1,2,0,69.34,S,0,99qj9ou7tq75,PROD-0316
424,1,female,12.8,4,0,17.31,C,0,88t2ofxh84io,PROD-0463
425,3,female,21.7,0,0,21.64,S,1,8fftdqe0dcf0,PROD-0495
426,3,male,29.6,0,1,17.56,C,0,h75aege34tjb,PROD-0063
427,2,female,47.1,0,0,79.61,S,1,g9bxds0qw8qt,PROD-0059
428,2,female,60.8,0,2,26.17,S,1,ag3pyu32501x,PROD-0039
429,1,female,14.3,0,0,19.29,S,1,80wxyv7wgt72,PROD-0385
430,3,male,40.9,2,0,5.0,S,0,f22rdwm0n4em,PROD-0549
431,2,female,19.4,1,0,87.85,S,1,dznlin3cgtq4,PROD-0018
432,1,male,42.1,0,0,7.89,Q,0,yh1aefu1te0u,PROD-0082
433,3,female,33.0,0,0,82.91,S,1,bmzwn8pws11m,PROD-0291
434,3,male,7.5,1,0,5.0,S,1,wnpf57tqs3hz,PROD-0234
435,3,female,48.9,0,0,61.28,C,1,9etktfpb13ah,PROD-0061
436,2,female,25.9,0,1,16.84,C,1,p2be01d1pze5,PROD-0365
437,1,female,27.0,0,0,130.02,S,1,yrzqc9jqtdq1,PROD-0543
438,3,male,19.0,0,0,53.28,Q,0,qqpt7yzf20zx,PROD-0127
439,3,female,25.2,0,0,5.0,S,0,v4dcih5rg9gq,PROD-0001
440,2,female,41.4,1,1,5.0,S,0,v646vyx204dg,PROD-0135
441,2,male,32.2,0,0,11.81,S,0,1wz2q7itvrty,PROD-0110
442,2,female,39.9,0,0,105.07,C,1,ivojvk4zfmsy,PROD-0279
443,2,female,40.4,0,0,26.93,S,1,hmjjiu9wxh9u,PROD-0064
444,1,female,54.8,2,0,26.51,S,1,qtqgcex1dl2t,PROD-0216
445,1,female,29.9,0,0,53.46,C,1,1m8m2hve51up,PROD-0071
446,1,female,12.8,0,0,36.91,S,1,6vrnevpiqvwc,PROD-0405
447,3,female,51.0,0,3,35.68,S,1,tbpjvf1u8oqx,PROD-0281
448,1,female,30.0,0,0,57.56,C,0,5h5rbpzkimss,PROD-0045
449,1,male,51.7,0,0,25.44,S,0,xgrshypbczou,PROD-0026
450,2,male,40.8,1,0,39.59,S,1,k3z1k7xhz5ii,PROD-0293
451,1,female,33.0,0,0,14.91,S,1,ojbt421nu1qg,PROD-0355
452,1,male,40.2,0,0,22.61,Q,1,pimq8m5elgh5,PROD-0104
453,2,female,64.3,0,0,29.16,S,1,iqe8l310cyn9,PROD-0194
454,2,male,66.2,1,0,15.06,S,0,3qhd472waj0f,PROD-0364
455,2,male,36.0,2,0,51.73,S,1,8my6kxn1kisf,PROD-0282
456,3,male,37.4,1,0,71.46,S,1,1iaof6t5q58e,PROD-0069
457,1,male,51.1,0,2,5.52,Q,1,1o51m8pp3lrw,PROD-0234
458,3,male,22.3,1,0,55.17,S,0,jd49t20w7y5n,PROD-0118
459,3,male,40.0,1,0,5.0,S,0,usiur34moymj,PROD-0556
460,3,female,34.6,0,2,7.07,S,1,5nm0yg8vh29o,PROD-0482
461,2,male,39.7,0,1,25.41,S,1,vi1tgwfilgpq,PROD-0187
462,2,male,22.5,1,0,57.95,S,1,tld8y44vckw8,PROD-0141
463,2,male,11.2,0,1,109.62,Q,1,zykggn2ph9l1,PROD-0080
464,3,male,3.9,1,0,31.28,S,1,jdsw2tqfby5l,PROD-0442
465,1,male,18.2,0,0,5.0,S,1,ofigltjmujdi,PROD-0550
466,3,female,28.1,0,1,45.78,S,1,dl78nd9hm75u,PROD-0163
467,2,female,30.6,0,1,6.95,S,0,hp5hwle6osp9,PROD-0383
468,3,male,64.1,1,0,7.55,S,0,n7n4ddm9859u,PROD-0141
469,2,female,51.6,2,0,5.0,S,0,8q3i6we8cukn,PROD-0550
470,1,male,20.6,0,0,19.87,S,1,nbdozt1fih9e,PROD-0179
471,2,male,40.2,0,0,12.1,C,1,91k04b59dsa9,PROD-0057
472,2,female,28.9,0,2,61.35,C,0,0e1muq80n0bs,PROD-0528
473,2,male,30.7,0,0,37.94,S,1,z50hg25h31a9,PROD-0567
474,2,female,37.8,4,0,13.17,Q,0,wiqw47vy5pv5,PROD-0238
475,1,male,44.3,0,0,10.88,S,0,tngl706saka3,PROD-0544
476,2,male,29.9,0,0,21.54,S,0,ni8yeltnpj30,PROD-0146
477,2,male,51.0,0,0,8.62,C,0,9e5tbmh3xp8q,PROD-0162
478,3,male,17.9,4,3,5.0,S,0,ijtya344qwqa,PROD-0321
479,1,female,35.1,0,0,13.24,S,1,vqs3dq0d4civ,PROD-0360
480,2,male,74.0,1,0,8.68,C,1,o2isdy0wl1vs,PROD-0231
481,2,female,38.3,0,0,39.23,S,1,okel2vu2xaid,PROD-0479
482,2,female,56.5,0,0,31.74,C,0,mgv5wrki6esn,PROD-0474
483,2,female,36.4,1,0,7.74,S,0,qcfbg3gbzn4k,PROD-0072
484,2,male,43.7,0,0,59.79,C,1,dpjjsmbosdew,PROD-0594
485,3,male,34.1,1,0,24.8,S,1,zf8toso4vl6o,PROD-0095
486,2,male,32.4,0,0,90.39,S,0,4ip1qmkpguyh,PROD-0315
487,3,female,23.3,1,1,44.64,S,0,0hypc3cymcrv,PROD-0253
488,1,male,41.5,1,0,69.68,C,1,cyf1tzmw5sc6,PROD-0271
489,2,female,22.2,1,0,95.35,S,1,maye7pzodw4z,PROD-0077
490,2,female,45.0,0,0,15.48,C,0,8jels5gi0zyl,PROD-0205
491,1,male,51.3,1,0,33.02,S,0,yc6btpwey49z,PROD-0018
492,2,female,40.5,4,2,5.2,S,0,ji63p5z00re0,PROD-0584
493,3,male,30.7,0,0,8.35,S,0,qhhtpxhqlrr4,PROD-0086
494,3,female,41.8,0,0,6.86,S,1,dh1ccafmjq8s,PROD-0289
495,2,male,30.4,1,0,18.54,Q,0,uhwfvav0sd2j,PROD-0129
496,2,female,49.0,0,2,37.39,S,1,z894rqth0f6g,PROD-0106
497,2,female,7.5,1,0,25.32,S,0,zz2o3duarv5p,PROD-0234
498,1,female,30.0,1,0,5.0,S,1,bschxqzs3h13,PROD-0581
499,1,male,5.1,0,0,7.27,S,0,ctlxp1rwoz1e,PROD-0286
500,3,female,12.6,0,0,37.48,S,0,tmwtnebkxc4p,PROD-0576
501,3,male,55.5,0,1,30.47,C,0,7xdfmqou81vu,PROD-0496
502,1,female,48.4,0,0,9.57,S,0,sjlmkqrh9wde,PROD-0261
503,2,male,24.2,2,0,10.96,S,0,fbxz5vzfejda,PROD-0540
504,3,male,12.5,0,0,45.29,S,1,jf8iobmagv3w,PROD-0208
505,3,male,1.0,0,1,21.99,S,1,6sekhxwzkk21,PROD-0300
506,2,male,26.8,1,0,27.27,S,1,ldzrnv5vy4wh,PROD-0408
507,2,male,71.3,0,0,17.08,S,0,bqypma1u7i9z,PROD-0353
508,3,female,41.5,1,3,40.9,S,0,pkkn8mwm7gf6,PROD-0497
509,3,male,26.6,0,0,66.89,C,1,0viqsnptettu,PROD-0097
510,1,female,42.0,0,1,100.62,Q,1,xe3missr8hg2,PROD-0299
511,3,male,11.6,0,1,33.7,Q,1,7e4uo3855aqh,PROD-0398
512,1,female,30.5,1,1,15.5,C,1,3act8sa6nofq,PROD-0198
513,3,female,36.5,1,0,5.0,S,0,lnkokzsvympx,PROD-0520
514,1,male,33.7,1,0,5.0,C,1,ppm4jtwxmlz7,PROD-0180
515,1,female,46.9,4,1,92.74,S,1,ndasmmvak7jz,PROD-0180
516,1,female,40.2,1,1,40.52,S,1,dtw0555p5y6a,PROD-0195
517,2,female,45.0,1,2,14.89,S,1,9xznsxg0q5rq,PROD-0405
518,2,male,24.7,0,0,28.69,S,1,dip8153daswk,PROD-0070
519,1,male,48.5,2,0,56.66,Q,0,rkirn9aa7tkz,PROD-0085
520,2,female,59.4,1,0,116.57,C,1,ku0qh6fjor2s,PROD-0467
521,2,male,20.4,2,0,6.64,S,0,qpx97qfldmry,PROD-0124
522,3,female,21.7,0,0,27.21,S,1,3n9rqfyshvmd,PROD-0062
523,3,male,55.0,0,1,47.75,S,0,3l0t8961tdaj,PROD-0158
524,3,female,32.1,1,0,139.46,S,1,9kn5v6q53wyf,PROD-0238
525,1,male,56.1,0,0,42.62,C,0,5x1sja69qpty,PROD-0019
526,2,male,28.4,0,0,29.29,Q,0,7dkr0rbxqhaf,PROD-0500
527,3,female,56.8,3,0,34.6,S,0,mc1ts1z7harw,PROD-0070
528,1,female,37.0,0,2,10.6,S,1,pftmoxzdsu57,PROD-0242
529,2,female,38.9,0,0,34.44,S,0,8c5uwkpi1y2l,PROD-0121
530,3,female,58.5,0,0,59.48,S,1,iik1ibsysepp,PROD-0176
531,3,male,29.6,0,0,9.27,S,0,u9qj6x65qumk,PROD-0027
532,2,male,20.9,1,0,80.76,S,0,jdjiydmjzrro,PROD-0568
533,3,male,28.3,2,0,5.0,S,0,oi56mrc5fr6n,PROD-0562
534,2,male,41.8,4,2,14.63,S,0,6y299ugnf48p,PROD-0075
535,3,male,11.5,1,2,5.44,S,0,uxy414mord8a,PROD-0118
536,1,female,44.6,1,0,5.0,C,0,8opuaq055hpj,PROD-0530
537,1,male,26.9,0,0,110.31,S,0,uovmixbagf2u,PROD-0248
538,2,male,52.2,2,0,9.53,C,0,qohuh55y7txp,PROD-0037
539,1,male,1.0,0,0,21.62,S,1,3sk4hc0uu8mv,PROD-0081
540,3,male,23.2,0,0,29.48,S,1,iaemzpdyosza,PROD-0248
541,2,male,9.7,3,1,5.0,S,0,9owwrxk2yjga,PROD-0334
542,3,female,22.6,2,0,10.34,S,0,o2k6ibxg07na,PROD-0379
543,3,male,38.7,0,1,9.77,S,0,v254welxsl67,PROD-0091
544,2,female,32.3,1,0,11.18,S,0,s6uzxaxvwzjw,PROD-0222
545,3,female,31.2,0,0,19.78,S,1,804p6wj424zo,PROD-0156
546,2,female,32.6,0,0,12.17,Q,1,d0txx6eh62hc,PROD-0320
547,2,female,38.1,0,0,50.56,S,0,977oknpra6tv,PROD-0192
548,1,male,19.9,0,0,21.64,S,1,phgkd4obi230,PROD-0122
549,3,male,45.6,0,1,15.69,C,0,tw4lz1wts90q,PROD-0489
550,3,male,44.9,0,0,7.78,S,0,vysl87x8rt5k,PROD-0341
551,3,female,40.8,0,0,43.08,S,0,a8jfwwjvnh2c,PROD-0284
552,3,female,43.3,0,0,14.6,C,1,yg0nqn23nkxn,PROD-0080
553,3,male,39.4,2,0,14.74,S,0,ap3r3qd33pr4,PROD-0042
554,1,male,65.5,1,0,99.87,S,1,5tx1b3pxiy29,PROD-0477
555,3,female,33.7,2,0,5.0,S,1,hdl1dtktm8n1,PROD-0581
556,2,female,30.4,0,0,15.75,S,1,vjhltrvvrx90,PROD-0350
557,2,female,23.7,1,0,27.71,C,1,qt90y08524np,PROD-0023
558,2,female,19.5,1,1,41.42,S,0,mzix0q3pihms,PROD-0289
559,2,female,16.3,0,1,39.69,S,0,h1wp5ihovdvr,PROD-0168
560,2,female,21.7,0,0,9.74,S,1,2ipql3g49327,PROD-0032
561,1,male,33.9,0,0,5.0,S,0,anqpy3ia36i6,PROD-0085
562,1,male,40.0,0,0,33.16,S,0,cb928yzvzd2k,PROD-0299
563,2,female,35.8,0,0,26.73,S,0,6yi663o730bw,PROD-0256
564,3,female,23.5,0,0,5.0,C,0,m1zs3jumaf7k,PROD-0338
565,2,male,48.5,0,0,21.21,S,0,roin7rwintk4,PROD-0416
566,2,female,46.1,1,0,6.16,C,1,sy0ddx2rf7mx,PROD-0159
567,2,male,32.6,0,0,5.0,S,1,ga828h1zvpui,PROD-0171
568,2,female,25.2,0,0,25.59,S,1,1is2yoyhkm9a,PROD-0406
569,1,male,43.2,1,1,33.63,S,0,j4vgxr8jfb86,PROD-0118
570,3,female,37.8,0,0,29.04,C,0,no3tqyrpix0r,PROD-0046
571,1,male,13.3,0,0,11.04,S,1,hooa2v3rdaqb,PROD-0512
572,3,male,34.0,0,0,27.77,S,1,970iqg642vhi,PROD-0125
573,3,male,38.9,0,1,18.32,C,0,wifl3uyzpiru,PROD-0072
574,2,female,21.5,0,1,21.58,S,1,k6ojyzrgyt4o,PROD-0442
575,3,male,37.8,0,0,38.19,S,0,kllv3ybjibyn,PROD-0319
576,2,male,13.2,0,0,27.13,S,0,ri83co1b8w40,PROD-0088
577,3,female,55.0,4,0,29.88,S,1,24eajbzxq6g5,PROD-0510
578,3,male,53.7,2,0,49.26,S,1,ygwkuhmz01aw,PROD-0147
579,3,male,31.2,0,0,13.85,S,0,fnj69wvpklst,PROD-0405
580,3,male,40.5,0,0,22.25,Q,0,4orslqptdait,PROD-0390
581,3,female,1.0,0,0,31.08,S,1,g28xo0jsh1ws,PROD-0497
582,3,male,17.7,1,2,53.39,S,0,qo0alwto4g7o,PROD-0437
583,2,male,30.6,1,0,8.87,Q,1,sonmt0872whf,PROD-0421
584,3,male,18.9,0,0,44.04,S,0,ghl97uarpojb,PROD-0030
585,3,male,45.7,0,0,9.68,S,1,cx8vz10tfdly,PROD-0562
586,2,male,65.0,0,0,11.92,S,1,nxk2vwm87q84,PROD-0075
587,3,male,17.4,2,0,16.5,S,0,8h2g31ewjicz,PROD-0152
588,2,male,22.4,2,2,5.0,S,0,cxm1pt01so0o,PROD-0267
589,2,male,38.5,0,1,64.73,Q,0,c2kq8m7kt2tf,PROD-0173
590,1,female,59.2,0,0,59.21,C,1,m7z3sbf0tns9,PROD-0355
591,1,male,16.7,0,1,92.12,S,1,a8jo5q5s3rpd,PROD-0031
592,3,male,38.7,1,0,27.02,S,0,vwwaeqrkjwmh,PROD-0272
593,2,female,62.3,2,0,34.07,C,0,tkqxo026zjz8,PROD-0209
594,2,female,10.2,0,0,10.59,S,1,ntrbvsx5fu0i,PROD-0388
595,1,female,15.8,0,0,5.0,C,0,dueftb55bt02,PROD-0311
596,2,male,28.6,0,0,39.87,S,1,jnnxiazji3y3,PROD-0453
597,3,male,27.2,0,1,6.6,S,0,m3ha7v8ca9mo,PROD-0098
598,3,male,47.2,1,0,8.66,C,0,mdhwcem564kb,PROD-0569
599,1,male,38.6,0,2,149.41,S,1,ng3wbqtyt9bq,PROD-0235
600,2,male,8.4,2,0,5.0,S,0,g5c0lukurpe2,PROD-0209
601,2,female,42.7,0,1,5.0,C,1,hhpzpg7q26y7,PROD-0328
602,2,male,26.3,0,0,5.0,S,0,e7nd2pgp9xnk,PROD-0097
603,2,female,54.1,0,1,32.03,S,1,zfdsj1liey7z,PROD-0488
604,2,male,25.6,0,0,13.42,S,0,6xefn3o778f2,PROD-0158
605,2,male,25.5,0,0,12.16,S,1,hsy5cx8os9z3,PROD-0556
606,2,female,43.1,1,0,23.9,S,1,a2umzd3594vm,PROD-0088
607,2,female,46.4,0,2,5.0,S,1,jzq0x6oo960y,PROD-0518
608,2,male,41.7,0,0,5.0,S,1,n967etep8t1g,PROD-0236
609,3,female,9.7,0,0,74.72,C,0,6qcwhpuq2xs4,PROD-0364
610,3,male,43.1,0,1,63.68,S,0,silacfhcpyou,PROD-0523
611,2,male,19.5,2,0,24.88,S,0,5vb6jk4blo73,PROD-0077
612,3,female,38.5,2,1,73.51,S,0,iwotggejwwgf,PROD-0208
613,3,male,13.6,0,0,5.0,C,0,n6gw672r1uqt,PROD-0569
614,1,male,41.7,1,0,24.25,S,0,ov771ascf37l,PROD-0089
615,2,male,22.9,1,0,34.31,C,0,u30waxk9lq13,PROD-0061
616,2,male,15.8,4,0,55.61,S,1,tqkf4nr7ffo1,PROD-0313
617,3,male,45.7,0,0,25.8,S,0,s1y189xwkxck,PROD-0014
618,1,male,38.6,0,0,25.26,Q,0,kk1f6wbsqb0d,PROD-0595
619,3,female,25.8,0,0,10.35,C,0,206l74gfq9e7,PROD-0542
620,2,female,56.8,2,1,33.01,S,1,tw8hgwlgdv8j,PROD-0112
621,2,male,28.4,1,2,5.0,S,1,u71jbbmv56m4,PROD-0103
622,3,male,35.5,0,0,58.56,S,1,ysa2a0uhbcpq,PROD-0466
623,2,female,39.0,0,0,20.37,S,1,e7ngz1uras7s,PROD-0312
624,3,male,25.7,1,0,5.0,C,0,upti24kezskj,PROD-0494
625,3,male,42.1,2,1,10.73,C,1,8qqzdlrsnxjh,PROD-0580
626,3,female,27.0,0,1,18.71,S,1,bf70tozdalvv,PROD-0240
627,1,male,28.8,1,0,105.21,S,1,tom0stv46r8r,PROD-0152
628,3,male,55.4,0,0,33.83,S,0,nmocrmblei2s,PROD-0371
629,1,male,19.4,0,2,47.11,S,0,sx96gndlg0xu,PROD-0381
630,2,male,1.0,0,1,138.86,C,1,x2pg7bjoqq2c,PROD-0259
631,3,male,59.2,1,0,41.11,S,0,bzjkb8xp4yt0,PROD-0179
632,3,female,73.2,3,1,5.0,S,1,zbsfe4h5rqv6,PROD-0157
633,2,male,28.9,0,0,37.18,S,0,bijdwt4fmoye,PROD-0312
634,2,female,5.9,0,0,44.55,Q,1,lkm4g1uqvkhv,PROD-0255
635,3,female,30.3,0,1,11.33,S,0,mbrxl2bfj9qn,PROD-0274
636,3,male,30.7,0,0,5.31,S,0,6gmc72dwcy85,PROD-0057
637,2,male,32.2,0,0,24.45,S,0,o3optes481ch,PROD-0528
638,3,male,18.3,0,2,186.7,S,1,8vsor79ytdmc,PROD-0424
639,1,female,43.7,0,1,45.99,S,1,51nn6nqo93j8,PROD-0551
640,1,male,42.9,0,0,61.45,S,1,a2gux6lb9880,PROD-0497
641,2,female,12.6,0,0,44.39,S,1,8qln7og7lk8n,PROD-0371
642,3,female,45.5,1,1,12.74,S,1,qu9560wjmlou,PROD-0184
643,1,female,65.8,0,0,28.74,C,0,zyqoii1qld1r,PROD-0392
644,1,female,37.6,1,3,87.95,S,1,hp5peb1i993s,PROD-0339
645,1,female,29.9,2,1,10.77,S,1,asplvo24i62m,PROD-0554
646,3,female,32.9,0,0,5.0,S,1,6yyq7hwc48x9,PROD-0139
647,1,female,44.2,0,0,228.44,C,1,5p6gwlfpzg11,PROD-0015
648,2,female,9.0,0,1,14.99,C,1,9tpmdfdqbcyt,PROD-0076
649,3,female,37.5,0,3,139.02,C,1,ghp8ua08wspv,PROD-0105
650,1,female,29.1,0,0,26.88,S,0,9ld6kkwahhsy,PROD-0398
651,2,male,62.7,0,0,24.77,S,0,n1g77duuwnj7,PROD-0087
652,2,female,32.4,0,1,31.72,S,1,weuc0oyi768q,PROD-0080
653,3,male,60.0,0,0,25.96,S,0,r9bq3gvqmqfv,PROD-0238
654,2,female,18.4,0,0,98.6,S,1,tnw2v7885xpk,PROD-0469
655,2,male,43.8,1,2,16.26,S,0,v59m8xydfh97,PROD-0254
656,1,female,39.8,0,1,5.0,S,0,c8yhei523kcl,PROD-0163
657,3,female,22.0,0,2,58.7,S,1,rmkmvtgzsoc4,PROD-0170
658,3,female,37.7,1,0,34.48,S,1,6x4uz2babzoe,PROD-0491
659,1,male,53.2,0,0,5.0,S,1,obp523wowaqf,PROD-0259
660,2,female,30.1,1,2,34.22,C,1,fdugey8w8hl1,PROD-0221
661,3,female,9.6,0,0,50.0,S,1,kszb8g283sn4,PROD-0464
662,1,female,34.7,0,0,11.44,C,1,54plosb3fpv0,PROD-0221
663,2,female,21.5,2,2,15.87,S,1,5cd791fpgiu5,PROD-0214
664,2,female,29.9,0,1,5.0,C,1,1dayv8z1p9uy,PROD-0450
665,2,female,33.8,0,2,10.26,C,1,ad1zej2m3ec2,PROD-0196
666,2,male,9.4,2,0,33.91,S,0,bxz3fsts1wfm,PROD-0306
667,2,female,10.8,1,2,5.0,Q,1,t8gd5izxa8k0,PROD-0398
668,1,male,42.2,1,0,44.95,S,0,vxgw1i6ibjum,PROD-0120
669,2,female,27.2,0,0,87.29,S,1,bugpi5xaxz53,PROD-0077
670,3,female,1.0,0,2,5.0,C,1,hx6t1h1402cz,PROD-0510
671,2,male,46.8,1,0,17.48,S,0,oflk4itdjy2d,PROD-0178
672,1,male,39.1,0,1,7.09,S,0,1qo5qmu34y9v,PROD-0204
673,3,male,24.3,0,0,19.92,S,0,5yzgbsh040p3,PROD-0353
674,1,female,15.2,1,1,47.61,S,0,nehxr1983en7,PROD-0061
675,3,male,47.5,0,2,32.09,S,0,j9vu44cp3bb8,PROD-0027
676,2,male,40.2,0,1,15.75,S,0,jefd3c97pq8k,PROD-0249
677,3,female,70.7,0,0,6.39,S,0,vvx31wa9b9ou,PROD-0580
678,1,male,41.3,0,0,121.13,S,1,97rlkof3dmij,PROD-0344
679,1,female,40.8,1,2,9.22,S,0,ffufwmo4ufpb,PROD-0347
680,2,male,32.5,2,2,10.88,S,1,m69kr8w0nni3,PROD-0365
681,1,male,47.3,0,2,5.0,S,0,bir06auze1d3,PROD-0516
682,1,male,44.4,0,0,133.55,S,0,f8z0q6yratcj,PROD-0501
683,3,male,53.8,0,0,45.64,S,0,hlla5fzm4wua,PROD-0014
684,3,male,27.2,0,1,59.77,C,0,2tt65idscbsd,PROD-0324
685,1,female,28.5,0,1,58.14,C,0,m95p8zoumxoe,PROD-0327
686,3,male,27.8,2,0,16.0,S,0,8c6nlzwm7gbs,PROD-0134
687,3,male,46.9,0,0,17.72,S,0,sl6jf1po3z3w,PROD-0585
688,3,male,57.5,0,0,50.36,C,1,wy3n50djomrn,PROD-0156
689,3,male,28.1,4,0,38.56,C,1,vth5cj2t7557,PROD-0500
690,3,female,28.6,0,0,5.0,S,1,h4m705oecies,PROD-0060
691,2,male,39.7,2,0,20.71,S,0,aexcaish5j9u,PROD-0361
692,3,female,31.3,0,0,98.1,S,1,yk2rbjfu72ds,PROD-0441
693,3,male,49.3,0,2,27.75,S,0,ak68a2kyfz0i,PROD-0302
694,1,male,1.2,2,1,30.32,C,1,dm693pv6osao,PROD-0063
