PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
631,3,male,59.2,1,0,41.11,S,0
632,3,female,73.2,3,1,5.0,S,1
633,2,male,28.9,0,0,37.18,S,0
634,2,female,5.9,0,0,44.55,Q,1
635,3,female,30.3,0,1,11.33,S,0
636,3,male,30.7,0,0,5.31,S,0
637,2,male,32.2,0,0,24.45,S,0
638,3,male,18.3,0,2,186.7,S,1
639,1,female,43.7,0,1,45.99,S,1
640,1,male,42.9,0,0,61.45,S,1
641,2,female,12.6,0,0,44.39,S,1
642,3,female,45.5,1,1,12.74,S,1
643,1,female,65.8,0,0,28.74,C,0
644,1,female,37.6,1,3,87.95,S,1
645,1,female,29.9,2,1,10.77,S,1
646,3,female,32.9,0,0,5.0,S,1
647,1,female,44.2,0,0,228.44,C,1
648,2,female,9.0,0,1,14.99,C,1
649,3,female,37.5,0,3,139.02,C,1
650,1,female,29.1,0,0,26.88,S,0
651,2,male,62.7,0,0,24.77,S,0
652,2,female,32.4,0,1,31.72,S,1
653,3,male,60.0,0,0,25.96,S,0
654,2,female,18.4,0,0,98.6,S,1
655,2,male,43.8,1,2,16.26,S,0
656,1,female,39.8,0,1,5.0,S,0
657,3,female,22.0,0,2,58.7,S,1
658,3,female,37.7,1,0,34.48,S,1
659,1,male,53.2,0,0,5.0,S,1
660,2,female,30.1,1,2,34.22,C,1
661,3,female,9.6,0,0,50.0,S,1
662,1,female,34.7,0,0,11.44,C,1
663,2,female,21.5,2,2,15.87,S,1
664,2,female,29.9,0,1,5.0,C,1
665,2,female,33.8,0,2,10.26,C,1
666,2,male,9.4,2,0,33.91,S,0
667,2,female,10.8,1,2,5.0,Q,1
668,1,male,42.2,1,0,44.95,S,0
669,2,female,27.2,0,0,87.29,S,1
670,3,female,1.0,0,2,5.0,C,1
671,2,male,46.8,1,0,17.48,S,0
672,1,male,39.1,0,1,7.09,S,0
673,3,male,24.3,0,0,19.92,S,0
674,1,female,15.2,1,1,47.61,S,0
675,3,male,47.5,0,2,32.09,S,0
676,2,male,40.2,0,1,15.75,S,0
677,3,female,70.7,0,0,6.39,S,0
678,1,male,41.3,0,0,121.13,S,1
679,1,female,40.8,1,2,9.22,S,0
680,2,male,32.5,2,2,10.88,S,1
681,1,male,47.3,0,2,5.0,S,0
682,1,male,44.4,0,0,133.55,S,0
683,3,male,53.8,0,0,45.64,S,0
684,3,male,27.2,0,1,59.77,C,0
685,1,female,28.5,0,1,58.14,C,0
686,3,male,27.8,2,0,16.0,S,0
687,3,male,46.9,0,0,17.72,S,0
688,3,male,57.5,0,0,50.36,C,1
689,3,male,28.1,4,0,38.56,C,1
690,3,female,28.6,0,0,5.0,S,1
691,2,male,39.7,2,0,20.71,S,0
692,3,female,31.3,0,0,98.1,S,1
693,3,male,49.3,0,2,27.75,S,0
694,1,male,1.2,2,1,30.32,C,1
695,2,male,22.6,0,2,9.2,S,1
696,1,male,23.3,0,0,120.83,S,1
697,3,female,1.0,0,0,73.42,S,1
698,2,male,20.5,1,0,21.49,C,0
699,3,male,21.3,0,0,13.24,S,0
700,3,female,32.0,0,0,9.75,C,0
701,3,female,51.7,1,1,15.8,S,0
702,1,female,31.3,1,1,5.0,S,1
703,3,female,19.5,0,1,8.44,S,1
704,3,female,34.1,0,0,5.0,S,1
705,1,female,50.7,0,0,59.16,Q,0
706,3,female,20.4,0,0,5.0,S,0
707,2,male,21.3,0,0,5.0,S,0
708,2,female,43.4,0,1,58.54,S,1
709,2,male,31.7,0,0,23.33,S,0
710,2,female,44.7,0,1,38.81,S,1
711,1,female,34.8,1,0,52.14,C,1
712,1,male,45.5,0,3,20.57,S,0
713,1,female,19.5,4,3,40.45,S,1
714,2,female,34.8,2,0,22.05,S,1
715,2,male,31.8,0,1,113.82,S,1
716,1,male,16.8,3,0,50.72,S,1
717,3,female,11.5,2,1,10.86,S,0
718,3,female,45.3,0,1,21.55,S,0
719,2,male,29.7,1,1,6.65,S,0
720,3,male,19.7,0,1,38.15,C,0
721,2,female,33.6,1,0,8.35,C,1
722,3,male,51.9,0,1,21.81,S,0
723,1,male,1.0,0,1,22.55,S,1
724,3,male,12.6,0,0,24.54,S,1
725,3,male,21.2,3,0,8.56,S,0
726,3,female,56.9,0,1,22.41,S,0
727,2,female,39.2,0,0,56.28,S,1
728,2,female,46.5,0,0,8.92,C,1
729,2,female,17.9,0,2,12.83,S,0
730,3,male,18.2,1,0,36.21,S,1
731,3,male,41.7,1,0,6.87,S,0
732,3,male,35.9,0,0,91.04,S,1
733,2,male,43.2,0,0,43.57,S,0
734,1,male,32.2,0,1,43.71,S,1
735,2,male,39.2,0,0,37.66,S,0
736,1,male,37.4,1,0,11.17,C,1
737,1,male,46.7,1,1,18.29,C,0
738,2,female,47.1,0,1,21.52,S,0
739,3,female,10.7,0,1,23.11,Q,1
740,1,female,1.3,0,0,41.58,S,0
741,1,female,50.0,0,1,11.26,C,1
742,1,female,52.8,0,0,18.2,S,1
743,3,male,19.7,1,0,104.89,S,1
744,3,female,7.1,0,0,86.07,S,1
745,1,male,36.5,2,1,10.74,S,1
746,1,male,49.0,0,0,33.08,S,0
747,2,male,62.0,0,1,7.45,S,0
748,2,male,42.7,0,0,12.32,S,0
749,2,male,29.4,0,0,11.74,S,0
750,2,female,21.6,0,0,32.16,S,0
751,3,female,35.2,0,0,79.54,Q,1
752,2,female,30.5,1,1,19.12,S,1
753,3,female,19.8,0,1,90.84,Q,1
754,1,male,65.7,1,1,66.87,S,1
755,3,male,61.8,1,0,22.64,S,0
756,3,female,52.0,0,0,34.2,S,0
757,3,male,21.2,0,0,28.77,S,1
758,2,male,47.8,0,1,53.84,S,0
759,1,male,44.6,0,0,27.04,C,1
760,3,female,41.6,1,0,21.45,S,0
761,3,female,53.7,2,1,27.5,C,1
762,1,male,44.5,0,0,26.05,S,0
763,2,female,46.1,0,0,8.88,S,0
764,2,male,44.6,1,0,5.0,S,1
765,3,male,40.1,1,0,15.19,Q,0
766,3,male,8.2,0,0,13.42,S,0
767,2,male,36.3,1,0,179.13,S,1
768,2,female,26.7,0,1,25.1,S,1
769,2,male,15.8,0,0,26.6,S,0
770,2,female,60.2,0,0,32.67,Q,0
771,1,male,60.9,0,0,35.49,C,0
772,3,female,55.4,2,0,5.27,S,0
773,2,female,38.8,0,0,19.51,Q,1
774,2,female,55.3,0,0,5.0,C,1
775,1,female,35.2,0,0,5.0,S,1
776,1,female,38.0,0,0,21.81,S,1
777,2,male,18.6,0,2,119.57,S,1
778,1,female,41.0,0,2,19.25,S,1
779,1,female,35.9,1,0,5.0,S,1
780,3,male,15.5,0,0,10.38,S,1
781,2,male,34.2,1,1,6.1,Q,0
782,2,male,33.8,0,3,38.79,Q,0
783,2,male,62.0,1,1,11.5,S,0
784,3,male,48.4,1,0,31.17,S,0
785,2,male,35.2,0,0,16.59,S,0
786,3,female,38.7,0,0,30.96,S,1
787,3,male,35.7,2,1,28.74,S,0
788,3,female,32.0,0,0,65.99,S,1
789,2,male,18.8,1,0,11.05,S,1
790,3,female,32.7,0,0,12.78,S,0
791,2,male,23.8,0,0,19.44,S,0
792,2,male,16.2,0,0,22.27,S,0
793,2,male,42.7,2,0,6.95,C,1
794,2,female,40.9,0,0,24.1,S,1
795,1,male,8.2,1,1,39.99,S,1
796,2,female,33.2,1,0,9.01,S,0
797,1,male,49.9,0,0,64.5,S,0
798,2,female,50.9,0,1,53.51,S,1
799,2,male,50.4,0,1,49.55,S,1
800,3,female,35.6,0,0,41.81,S,1
801,1,male,22.3,1,0,31.98,S,0
802,2,male,18.7,0,0,19.91,S,1
803,2,male,40.2,0,0,33.0,S,1
804,1,male,40.7,1,0,57.63,S,1
805,1,male,54.3,0,0,17.1,S,1
806,1,female,51.5,0,0,5.48,S,1
807,1,male,33.0,0,0,94.44,S,1
808,2,male,16.3,0,0,77.97,S,0
809,2,female,30.2,1,0,13.49,S,0
810,2,male,38.3,0,1,15.02,S,0
811,1,male,32.0,0,0,47.14,S,0
812,1,female,26.3,0,0,17.6,S,1
813,1,female,38.8,0,0,18.15,S,1
814,2,female,27.4,1,1,23.69,S,1
815,2,male,25.6,0,2,8.15,C,0
816,2,female,39.7,2,0,24.96,Q,1
817,1,male,29.0,1,0,7.33,Q,1
818,1,female,38.7,0,0,13.41,S,1
819,3,female,39.1,1,0,10.35,S,1
820,1,female,17.9,0,1,5.0,S,1
821,1,male,27.8,4,0,62.97,S,0
822,1,male,56.6,0,2,12.0,S,0
823,3,female,17.6,0,0,11.08,S,0
824,2,male,3.3,0,0,198.12,S,1
825,2,male,7.1,0,1,27.14,S,1
826,3,female,35.4,1,0,5.0,S,1
827,1,female,35.5,0,1,17.07,S,1
828,3,male,33.2,0,0,12.62,Q,0
829,1,male,53.2,0,1,19.74,S,1
830,2,male,1.0,2,0,6.32,S,0
831,2,male,40.9,1,0,5.74,Q,1
832,2,male,58.4,0,1,5.0,S,0
833,3,female,18.1,0,0,38.79,S,1
834,1,female,29.3,0,0,5.0,S,0
835,3,male,23.7,2,1,46.48,S,0
836,2,male,21.6,1,0,5.28,S,0
837,2,female,30.1,0,2,43.57,C,1
838,3,female,56.4,2,0,38.63,C,0
839,1,female,62.6,0,0,33.29,C,0
840,3,male,30.0,1,0,5.0,Q,0
841,2,female,63.6,0,0,13.17,S,1
842,3,male,35.5,0,2,32.06,C,0
843,1,male,61.3,0,0,5.0,S,1
844,2,female,33.6,0,0,11.4,S,1
845,3,male,37.0,2,0,15.49,C,0
846,2,male,40.5,0,0,63.06,C,0
847,1,male,80.0,1,0,8.04,C,0
848,1,male,47.8,1,1,6.62,S,0
849,3,male,24.4,1,1,102.59,S,1
850,1,female,49.5,2,1,13.71,S,0
851,3,male,29.6,0,0,13.78,S,0
852,3,male,27.7,0,0,43.25,C,0
853,1,female,48.6,0,0,36.86,C,1
854,1,male,35.5,0,1,17.43,S,0
855,3,female,39.2,2,0,28.94,S,0
856,1,male,35.2,0,0,12.21,S,0
857,2,female,40.0,0,0,35.84,S,1
858,3,male,41.4,0,1,5.0,S,1
859,2,female,5.9,0,1,5.0,Q,1
860,2,male,45.0,1,1,13.21,S,1
861,3,female,20.3,0,0,5.0,Q,0
862,2,male,13.4,1,3,7.84,S,1
863,1,female,34.1,1,0,22.28,C,1
864,2,male,36.3,1,0,12.81,S,1
865,3,male,24.6,0,0,5.0,S,1
866,3,male,47.5,1,0,187.16,S,1
867,2,male,14.9,0,0,58.82,S,1
868,2,male,28.9,0,0,9.01,C,1
869,1,female,26.2,1,0,55.2,S,1
870,1,male,34.3,1,0,77.25,S,1
871,1,male,39.2,0,1,41.74,S,0
872,3,male,19.9,2,1,5.0,S,1
873,1,male,45.9,0,0,25.05,S,0
874,3,male,35.9,0,0,22.12,S,0
875,1,female,6.6,4,1,23.0,S,1
876,2,male,5.6,0,0,5.0,S,0
877,2,female,34.8,1,0,37.7,C,1
878,2,male,31.7,0,0,64.05,C,0
879,3,male,33.4,1,0,5.0,S,0
880,3,female,34.6,1,0,9.5,S,1
881,3,male,38.4,1,0,5.0,C,0
882,1,male,49.2,0,0,52.16,S,0
883,3,female,18.3,1,0,144.34,Q,1
884,1,female,17.4,0,0,5.0,S,0
885,3,female,18.6,4,0,68.61,S,1
886,2,male,39.3,0,0,17.67,S,0
887,2,female,53.7,0,0,86.8,S,1
888,1,female,28.5,2,0,112.8,S,1
889,1,female,1.0,0,0,48.63,S,1
890,1,male,9.4,0,0,5.0,S,1
891,3,male,22.5,1,0,23.94,C,0
892,3,male,26.6,0,0,5.67,S,1
893,3,male,28.9,0,0,141.95,S,1
894,1,female,35.6,0,0,19.23,S,0
895,2,male,30.3,0,0,7.61,S,0
896,2,male,50.7,0,1,10.71,S,1
897,2,male,24.9,0,0,101.19,S,0
898,2,male,22.1,0,1,5.0,S,0
899,2,male,42.2,0,0,39.38,S,0
900,2,male,12.0,0,0,66.35,S,1
901,1,male,40.8,1,1,15.59,S,1
902,2,female,36.5,1,0,32.78,C,1
903,3,male,32.8,0,0,24.4,S,1
904,1,male,58.8,0,0,18.34,S,0
905,3,male,25.7,2,3,15.38,Q,1
906,2,male,65.9,0,2,5.0,S,0
907,3,male,31.6,0,0,10.22,S,0
908,3,male,15.8,0,1,5.83,C,0
909,3,male,36.0,0,0,18.19,S,0
910,3,male,18.9,1,0,42.1,C,0
911,3,female,23.7,2,0,8.19,S,1
912,2,male,41.0,2,0,9.92,Q,0
913,2,male,43.3,0,0,11.78,Q,0
914,1,female,25.7,0,1,47.0,S,0
915,2,male,49.8,0,0,59.82,C,0
916,1,male,52.4,0,0,5.0,S,0
917,1,male,56.5,0,0,70.14,S,1
918,1,male,42.9,1,0,46.09,S,0
919,2,male,55.5,0,0,5.0,S,0
920,1,female,6.8,2,2,33.18,S,1
921,2,female,30.2,0,0,26.87,S,0
922,3,female,22.0,0,0,22.31,S,1
923,3,male,36.8,2,1,5.0,S,0
924,2,male,26.4,1,2,31.31,C,1
925,2,male,32.5,0,2,23.33,S,0
926,2,male,63.2,0,0,9.42,C,1
927,2,male,32.5,0,0,17.84,C,1
928,3,male,41.2,0,0,44.08,C,1
929,1,male,31.5,0,1,5.0,S,0
930,3,male,36.1,0,1,16.41,C,1
931,1,male,35.1,1,1,55.17,C,0
932,3,female,41.7,0,0,16.82,C,0
933,2,male,52.5,1,0,58.75,C,0
934,1,female,59.7,1,0,5.37,S,1
935,3,male,39.6,0,0,44.26,S,1
936,1,male,43.8,0,0,83.31,C,0
937,3,male,17.7,0,0,5.0,S,0
938,2,male,33.7,1,0,52.9,C,0
939,1,male,49.1,1,1,9.08,S,0
940,1,male,48.0,1,1,5.0,S,0
941,3,female,38.2,0,1,5.0,S,0
942,2,male,48.3,0,1,15.58,S,0
943,3,male,42.4,0,1,5.0,Q,0
944,3,female,53.0,0,0,8.44,S,0
945,3,male,39.3,1,0,15.66,S,0
946,2,female,29.7,0,0,17.59,S,1
947,3,male,40.0,0,0,6.95,Q,0
948,3,male,1.0,0,0,11.48,S,0
949,1,male,40.7,0,1,6.06,S,0
950,2,male,1.0,1,1,8.36,S,1
951,1,female,9.1,0,2,35.93,S,1
952,2,male,41.8,2,3,16.04,Q,1
953,3,male,42.2,1,2,40.97,Q,1
954,2,male,17.6,2,0,8.3,S,0
955,2,female,24.3,1,1,5.0,S,1
956,2,female,55.6,1,1,23.14,S,1
957,1,female,27.7,1,1,37.73,S,1
958,2,female,68.6,0,0,5.0,S,1
959,3,female,35.0,0,0,33.95,S,0
960,2,male,41.1,0,2,5.0,S,0
961,2,female,59.3,0,0,10.77,C,0
962,3,male,37.0,0,0,24.46,S,0
963,1,male,20.0,2,0,5.0,S,1
964,2,female,33.4,0,0,29.26,S,1
965,1,male,34.5,0,0,22.83,S,1
966,3,male,14.5,1,3,32.16,S,1
967,3,male,31.2,0,1,5.0,S,0
968,2,male,23.9,2,2,8.73,S,0
969,1,female,48.9,0,0,49.38,C,1
970,1,male,35.5,2,0,5.0,C,1
971,2,female,30.8,1,0,52.24,Q,0
972,2,male,33.4,0,0,39.14,S,1
973,3,female,38.3,0,0,5.0,S,1
974,3,male,44.3,0,1,5.02,S,0
975,2,female,20.0,0,3,45.08,S,1
976,3,male,19.4,0,0,19.81,Q,0
977,3,male,51.6,4,0,16.45,Q,0
978,2,male,28.8,0,0,9.34,S,0
979,2,male,13.7,1,0,17.17,S,0
980,3,male,41.7,0,0,13.31,S,0
981,1,female,42.0,4,0,15.86,S,0
982,3,female,12.0,0,0,53.3,Q,1
983,1,female,38.4,0,0,5.0,S,0
984,2,male,46.0,0,1,65.61,S,0
985,3,male,40.6,0,0,10.14,S,0
986,2,female,44.5,1,0,9.96,S,0
987,2,female,13.9,0,0,33.95,S,1
988,2,male,40.0,0,0,58.89,C,0
989,1,female,30.5,0,0,24.52,S,1
990,1,male,27.8,1,1,8.29,S,0
991,2,female,48.1,0,2,5.0,S,0
992,2,female,57.2,0,0,16.2,S,0
993,2,female,61.9,0,0,5.0,S,1
994,1,male,54.7,0,0,57.15,S,0
995,3,female,33.4,0,0,10.41,S,0
996,2,male,40.3,2,0,38.78,S,0
997,2,female,46.5,0,1,49.1,C,1
998,2,male,36.8,1,0,25.75,S,1
999,1,female,37.0,0,0,39.7,Q,1
1000,3,female,47.4,0,0,25.04,S,1
